tti,event,ue,pkt_bits,retx,sinr_db,cqi,rb_alloc,rb_perr
96,NACK,19,2693,1,11.24,9,9,0.069775
96,ACK,20,4030,0,26.97,15,5,0.000100
96,ACK,1,6976,0,12.88,9,21,0.019807
96,NACK,8,10851,1,9.32,8,38,0.258441
97,ACK,19,439,0,9.22,8,2,0.273840
97,NACK,25,6400,1,8.82,7,27,0.340779
97,ACK,3,11970,0,15.11,11,25,0.003377
97,ACK,11,9709,0,30.00,15,12,0.000100
97,ACK,20,7411,0,23.99,15,9,0.000100
97,ACK,28,9522,0,18.06,12,18,0.000319
98,NACK,29,1341,1,9.66,8,5,0.210033
98,ACK,0,2768,0,18.29,12,6,0.000267
98,ACK,1,4610,0,12.21,9,14,0.033333
98,NACK,2,4756,1,7.01,7,20,0.688219
98,ACK,3,10057,0,15.11,11,21,0.003362
98,ACK,9,8223,0,29.73,15,10,0.000100
98,NACK,10,2108,1,8.97,7,9,0.316016
98,NACK,17,2652,1,5.33,6,14,0.894225
99,ACK,21,1169,0,21.69,14,2,0.000100
99,ACK,28,8846,0,18.65,12,17,0.000199
99,NACK,29,8821,1,10.03,8,31,0.164345
100,NACK,2,1308,1,6.07,6,7,0.823833
100,ACK,9,7464,0,30.00,15,9,0.000100
100,NACK,10,2228,1,6.38,6,12,0.785419
100,ACK,12,5297,0,22.90,14,8,0.000100
100,ACK,28,6272,0,17.06,12,12,0.000710
100,ACK,30,5990,0,21.23,14,9,0.000100
101,NACK,2,1941,1,4.14,5,14,0.956343
101,NACK,10,5731,1,6.51,6,30,0.766684
101,ACK,22,5263,0,10.91,8,19,0.088689
101,ACK,26,3794,0,30.00,15,5,0.000100
102,NACK,2,4394,1,5.59,6,23,0.872917
102,ACK,3,2276,0,12.66,9,7,0.023558
102,ACK,23,1973,0,16.61,11,5,0.001019
102,NACK,25,3561,1,7.93,7,15,0.513272
102,ACK,26,1050,0,30.00,15,2,0.000100
102,ACK,28,9253,0,17.52,12,17,0.000490
102,NACK,3,3734,1,12.66,9,12,0.023558
102,ACK,5,2467,0,19.81,13,4,0.000100
102,ACK,9,2953,0,28.32,15,4,0.000100
103,ACK,22,1733,0,10.65,8,7,0.107030
103,ACK,27,7767,0,17.77,12,15,0.000404
103,ACK,28,3956,0,16.80,11,9,0.000878
103,ACK,15,6860,0,30.00,15,9,0.000100
103,NACK,17,4153,1,6.38,6,22,0.784511
103,NACK,22,1003,1,10.65,8,4,0.107030
103,ACK,23,4571,0,17.23,12,9,0.000623
103,ACK,28,942,0,16.80,11,2,0.000878
104,NACK,4,3664,1,10.41,8,13,0.127366
104,NACK,10,11960,1,7.39,7,50,0.619964
104,ACK,11,6011,0,29.53,15,8,0.000100
104,NACK,13,1218,1,9.23,8,5,0.272526
104,NACK,19,4047,1,7.76,7,17,0.548763
105,NACK,29,3344,1,8.78,7,14,0.348286
105,ACK,7,1674,0,17.35,12,4,0.000564
105,NACK,8,10200,1,7.71,7,43,0.556801
105,NACK,10,5427,1,5.04,6,29,0.914639
106,ACK,14,3358,0,30.00,15,4,0.000100
106,NACK,17,3634,1,6.66,6,19,0.745102
106,ACK,20,7705,0,30.00,15,10,0.000100
106,NACK,24,1312,1,7.36,7,6,0.625047
106,ACK,26,8764,0,30.00,15,11,0.000100
106,NACK,1,4774,1,10.84,8,17,0.093195
106,ACK,3,5215,0,17.09,12,10,0.000693
106,ACK,5,5377,0,19.02,13,9,0.000149
106,ACK,6,7266,0,17.88,12,14,0.000369
107,ACK,15,7192,0,30.00,15,9,0.000100
107,ACK,20,8472,0,30.00,15,11,0.000100
107,NACK,25,7012,1,9.56,8,25,0.222722
107,ACK,26,6099,0,30.00,15,8,0.000100
107,ACK,5,3064,0,19.72,13,5,0.000100
107,ACK,12,10482,0,17.35,12,19,0.000562
107,NACK,24,1510,1,9.38,8,6,0.248624
108,NACK,25,1161,1,9.31,8,5,0.259959
108,ACK,30,1051,0,22.84,14,2,0.000100
108,NACK,4,5915,1,8.65,7,25,0.372767
108,ACK,14,3983,0,30.00,15,5,0.000100
108,ACK,16,3040,0,23.51,15,4,0.000100
108,NACK,19,7288,1,8.55,7,31,0.391197
108,ACK,23,3091,0,14.84,10,8,0.004179
109,NACK,24,4867,1,8.26,7,21,0.448860
109,NACK,25,11535,1,9.67,8,41,0.207794
109,ACK,28,3638,0,17.42,12,7,0.000534
109,NACK,29,7224,1,10.67,8,26,0.105990
110,ACK,3,6758,0,16.54,11,15,0.001075
110,ACK,10,4699,0,12.81,9,14,0.020802
110,ACK,20,6886,0,28.60,15,9,0.000100
110,ACK,21,9113,0,23.68,15,11,0.000100
110,ACK,23,9468,0,14.26,10,24,0.006653
110,ACK,26,11332,0,30.00,15,14,0.000100
111,ACK,28,2249,0,14.15,10,6,0.007237
111,ACK,6,11830,0,21.11,14,16,0.000100
111,ACK,9,3613,0,27.68,15,5,0.000100
111,ACK,10,1654,0,12.59,9,5,0.024832
111,NACK,17,4253,1,1.57,4,36,0.994199
112,NACK,18,2253,1,9.11,8,8,0.291805
112,ACK,23,4092,0,15.02,11,9,0.003624
112,NACK,29,9446,1,9.45,8,33,0.238291
112,ACK,31,6030,0,28.92,15,8,0.000100
113,NACK,4,3371,1,1.49,3,36,0.994578
113,ACK,11,5297,0,30.00,15,7,0.000100
113,ACK,13,6821,0,13.23,10,17,0.015021
113,ACK,27,4742,0,18.47,12,9,0.000230
113,ACK,1,7030,0,17.42,12,13,0.000534
113,ACK,3,5370,0,16.04,11,12,0.001603
114,ACK,8,3668,0,11.63,9,11,0.051860
114,ACK,23,9467,0,14.46,10,24,0.005672
114,ACK,27,11965,0,18.80,12,22,0.000177
114,ACK,28,10893,0,13.79,10,27,0.009674
115,NACK,29,2879,1,10.05,8,10,0.162740
115,ACK,0,3879,0,12.33,9,12,0.030465
115,NACK,2,9195,1,7.67,7,39,0.565986
115,NACK,8,4134,1,8.92,7,18,0.324278
115,ACK,11,9407,0,29.00,15,12,0.000100
116,ACK,14,3067,0,29.57,15,4,0.000100
116,ACK,15,11180,0,27.55,15,14,0.000100
116,ACK,16,6638,0,27.05,15,8,0.000100
116,ACK,21,7464,0,22.57,14,11,0.000100
116,ACK,28,10666,0,14.17,10,27,0.007124
116,ACK,1,10197,0,17.21,12,19,0.000630
117,NACK,2,4528,1,10.01,8,16,0.166830
117,ACK,7,5577,0,19.92,13,9,0.000100
117,ACK,10,2563,0,13.24,10,7,0.014933
117,ACK,11,6289,0,28.57,15,8,0.000100
117,ACK,19,2180,0,12.02,9,7,0.038501
117,ACK,22,6439,0,14.27,10,16,0.006570
117,ACK,26,10641,0,30.00,15,13,0.000100
117,ACK,30,8345,0,24.31,15,10,0.000100
117,ACK,1,7107,0,17.39,12,13,0.000548
118,ACK,7,9640,0,19.25,13,15,0.000123
118,ACK,9,3105,0,30.00,15,4,0.000100
118,ACK,30,10326,0,21.90,14,14,0.000100
118,ACK,31,9180,0,30.00,15,11,0.000100
118,ACK,5,5263,0,23.89,15,7,0.000100
118,NACK,8,5127,1,8.37,7,22,0.426879
118,ACK,10,3757,0,11.99,9,12,0.039329
118,ACK,15,9046,0,29.26,15,11,0.000100
119,ACK,22,1724,0,14.23,10,5,0.006820
119,NACK,24,1739,1,9.82,8,7,0.189333
119,NACK,0,1667,1,9.15,8,6,0.284813
119,NACK,2,3208,1,10.99,8,12,0.083832
119,ACK,6,8221,0,23.66,15,10,0.000100
119,NACK,8,2231,1,7.06,7,10,0.680159
119,ACK,15,8572,0,30.00,15,11,0.000100
119,ACK,23,8043,0,17.81,12,15,0.000391
120,NACK,25,1998,1,10.13,8,7,0.153468
120,ACK,26,3375,0,30.00,15,5,0.000100
120,NACK,0,5056,1,10.53,8,18,0.116302
120,NACK,2,10651,1,10.03,8,37,0.165114
121,NACK,13,2168,1,10.83,8,8,0.094202
121,ACK,22,8703,0,14.28,10,22,0.006513
121,ACK,29,6188,0,12.21,9,19,0.033410
121,ACK,20,4960,0,30.00,15,6,0.000100
121,ACK,21,4947,0,21.18,14,7,0.000100
121,ACK,22,871,0,14.28,10,3,0.006513
121,ACK,27,5989,0,14.66,10,15,0.004812
121,ACK,28,1134,0,15.14,11,3,0.003305
122,NACK,4,4972,1,12.39,9,15,0.028876
122,ACK,6,3712,0,21.83,14,5,0.000100
122,ACK,12,7037,0,24.59,15,9,0.000100
122,NACK,13,5093,1,10.08,8,18,0.159140
122,NACK,18,9244,1,6.73,6,49,0.733592
123,NACK,24,8787,1,8.75,7,37,0.355190
123,ACK,27,974,0,17.45,12,2,0.000521
123,ACK,29,8730,0,13.59,10,22,0.011335
123,ACK,4,5090,0,11.41,9,16,0.061502
123,ACK,7,2715,0,17.18,12,5,0.000644
123,ACK,9,4143,0,30.00,15,5,0.000100
123,ACK,12,5929,0,25.00,15,8,0.000100
124,ACK,15,4948,0,30.00,15,6,0.000100
124,ACK,20,8873,0,30.00,15,11,0.000100
124,ACK,26,1979,0,29.70,15,3,0.000100
124,ACK,30,10271,0,23.47,15,13,0.000100
124,ACK,11,4508,0,28.64,15,6,0.000100
124,ACK,15,9880,0,30.00,15,12,0.000100
124,ACK,22,1442,0,13.97,10,4,0.008328
124,ACK,29,6582,0,14.62,10,17,0.004992
124,ACK,0,6773,0,11.55,9,21,0.055066
125,ACK,3,2424,0,19.19,13,4,0.000129
125,ACK,6,7909,0,16.68,11,17,0.000962
125,ACK,7,5129,0,17.59,12,10,0.000465
125,NACK,24,1653,1,8.32,7,7,0.435374
125,NACK,28,2099,1,13.66,10,6,0.010661
125,NACK,2,2390,1,5.10,6,13,0.910308
125,ACK,4,9549,0,11.43,9,29,0.060548
125,ACK,5,1242,0,23.98,15,2,0.000100
125,ACK,14,6915,0,30.00,15,9,0.000100
126,NACK,18,6238,1,7.49,7,26,0.600655
126,ACK,20,11156,0,30.00,15,14,0.000100
126,ACK,22,1981,0,15.04,11,5,0.003556
126,ACK,26,10806,0,29.33,15,13,0.000100
126,ACK,0,4158,0,13.27,10,11,0.014577
126,ACK,5,5434,0,24.06,15,7,0.000100
126,ACK,9,9226,0,29.06,15,11,0.000100
127,NACK,10,4903,1,11.23,9,15,0.070381
127,NACK,13,10873,1,10.18,8,38,0.148723
127,ACK,15,9227,0,30.00,15,11,0.000100
127,ACK,16,1395,0,25.70,15,2,0.000100
127,NACK,19,4654,1,10.23,8,17,0.143977
128,ACK,22,1105,0,14.56,10,3,0.005241
128,ACK,23,1298,0,11.42,9,4,0.060712
128,ACK,27,8684,0,18.55,12,16,0.000216
128,NACK,4,7095,1,9.87,8,25,0.183120
128,ACK,6,4776,0,17.06,12,9,0.000710
128,NACK,8,2949,1,8.15,7,13,0.469188
128,ACK,9,908,0,29.04,15,2,0.000100
128,ACK,16,11545,0,24.79,15,14,0.000100
129,NACK,17,9103,1,3.80,5,64,0.966553
129,NACK,25,5857,1,7.66,7,25,0.567839
130,NACK,2,3625,1,6.08,6,19,0.822439
130,ACK,3,9661,0,19.13,13,15,0.000135
130,NACK,4,1348,1,9.31,8,5,0.259730
130,ACK,6,5351,0,16.57,11,12,0.001051
130,NACK,13,8627,1,10.54,8,30,0.115908
130,ACK,16,5979,0,22.81,14,9,0.000100
130,ACK,31,7004,0,30.00,15,9,0.000100
131,ACK,1,7449,0,15.38,11,16,0.002716
131,ACK,3,2992,0,20.12,13,5,0.000100
131,NACK,4,6926,1,8.45,7,29,0.410200
131,ACK,7,11231,0,20.53,13,18,0.000100
132,ACK,6,4665,0,15.34,11,10,0.002807
132,ACK,7,11470,0,20.89,13,18,0.000100
132,ACK,9,7773,0,24.44,15,10,0.000100
133,ACK,9,3485,0,25.27,15,5,0.000100
133,ACK,11,6946,0,29.23,15,9,0.000100
133,ACK,16,10808,0,22.64,14,15,0.000100
134,ACK,0,4731,0,15.13,11,10,0.003329
134,NACK,2,6788,1,4.81,5,48,0.927885
134,ACK,3,3074,0,19.57,13,5,0.000100
134,ACK,5,2546,0,23.80,15,4,0.000100
134,ACK,14,8000,0,28.10,15,10,0.000100
134,ACK,27,8498,0,22.10,14,12,0.000100
134,ACK,5,3372,0,23.80,15,5,0.000100
135,NACK,8,824,1,10.46,8,3,0.122337
135,NACK,19,9302,1,8.07,7,39,0.485838
135,ACK,26,9214,0,30.00,15,11,0.000100
135,ACK,27,10907,0,21.95,14,15,0.000100
135,ACK,3,11848,0,18.96,12,22,0.000156
135,ACK,9,1517,0,25.95,15,2,0.000100
135,ACK,16,1150,0,20.77,13,2,0.000100
136,ACK,20,1695,0,30.00,15,3,0.000100
136,NACK,22,8244,1,8.58,7,35,0.385954
136,ACK,14,7946,0,29.42,15,10,0.000100
136,ACK,15,3512,0,29.84,15,5,0.000100
136,ACK,21,8026,0,22.34,14,11,0.000100
136,NACK,2,2964,1,8.41,7,13,0.419240
136,NACK,8,4693,1,7.84,7,20,0.532855
137,ACK,9,1488,0,25.18,15,2,0.000100
137,ACK,20,8513,0,30.00,15,11,0.000100
137,ACK,21,7053,0,21.01,14,10,0.000100
137,NACK,24,5960,1,6.42,6,32,0.779068
137,ACK,28,7525,0,18.65,12,14,0.000200
137,ACK,3,8501,0,18.36,12,16,0.000252
137,ACK,5,2652,0,21.93,14,4,0.000100
137,ACK,7,6188,0,20.87,13,10,0.000100
138,NACK,10,4645,1,9.60,8,17,0.216985
138,ACK,28,6809,0,17.92,12,13,0.000356
138,ACK,1,1465,0,19.89,13,3,0.000100
138,ACK,5,3327,0,22.83,14,5,0.000100
138,ACK,9,7118,0,25.48,15,9,0.000100
138,ACK,11,2361,0,26.37,15,3,0.000100
138,ACK,21,1809,0,19.43,13,3,0.000107
139,NACK,25,2123,1,4.89,5,15,0.923434
139,ACK,27,5952,0,23.15,15,8,0.000100
139,ACK,28,1471,0,19.86,13,3,0.000100
139,NACK,8,3581,1,8.72,7,15,0.359029
139,NACK,10,9430,1,9.64,8,33,0.211888
139,ACK,15,11491,0,30.00,15,14,0.000100
140,ACK,18,1530,0,11.73,9,5,0.048128
140,ACK,21,6807,0,17.45,12,13,0.000520
140,NACK,24,4715,1,8.82,7,20,0.341309
141,NACK,25,332,1,5.31,6,2,0.896018
141,ACK,26,4873,0,30.00,15,6,0.000100
141,NACK,29,1820,1,8.37,7,8,0.427169
141,ACK,0,1790,0,15.90,11,4,0.001801
141,ACK,3,2134,0,21.34,14,3,0.000100
141,ACK,7,2744,0,20.21,13,5,0.000100
141,ACK,12,2550,0,26.14,15,4,0.000100
141,ACK,16,5042,0,19.09,13,8,0.000140
141,NACK,24,3607,1,8.71,7,16,0.361461
141,ACK,26,10988,0,30.00,15,14,0.000100
141,ACK,27,3774,0,22.39,14,6,0.000100
141,ACK,28,7258,0,18.61,12,14,0.000206
142,ACK,3,320,0,22.69,14,1,0.000100
142,NACK,4,5257,1,7.07,7,22,0.678595
142,NACK,22,4587,1,7.82,7,20,0.535407
142,NACK,24,9440,1,9.41,8,33,0.244180
143,NACK,2,6211,1,3.22,5,44,0.978576
143,ACK,27,1004,0,20.78,13,2,0.000100
143,ACK,9,4202,0,25.53,15,6,0.000100
143,ACK,12,2596,0,25.74,15,4,0.000100
143,ACK,14,7618,0,28.52,15,10,0.000100
144,NACK,18,272,1,6.07,6,2,0.824218
144,NACK,19,9825,1,3.90,5,69,0.963675
144,ACK,31,8358,0,27.81,15,10,0.000100
144,ACK,0,4166,0,17.02,12,8,0.000735
145,NACK,2,4686,1,6.41,6,25,0.781556
145,ACK,11,6190,0,27.16,15,8,0.000100
145,ACK,15,1110,0,30.00,15,2,0.000100
145,ACK,20,1585,0,30.00,15,2,0.000100
145,ACK,28,6948,0,19.40,13,11,0.000109
145,ACK,0,6464,0,15.63,11,14,0.002223
145,NACK,2,2421,1,6.41,6,13,0.781556
146,NACK,4,2741,1,3.73,5,20,0.968181
146,NACK,17,9087,1,4.97,5,64,0.918774
147,NACK,22,4062,1,7.60,7,17,0.579262
147,NACK,23,11509,1,11.19,9,35,0.072231
147,NACK,24,4430,1,8.69,7,19,0.364798
147,ACK,26,5022,0,30.00,15,6,0.000100
147,ACK,30,11445,0,17.53,12,21,0.000488
148,ACK,14,10020,0,27.93,15,12,0.000100
148,ACK,15,5841,0,30.00,15,7,0.000100
148,NACK,17,11263,1,5.66,6,59,0.866435
148,ACK,23,3369,0,13.27,10,9,0.014593
148,ACK,27,2159,0,16.13,11,5,0.001490
149,NACK,4,10316,1,2.63,4,86,0.986513
149,ACK,5,934,0,20.07,13,2,0.000100
149,ACK,7,4238,0,21.42,14,6,0.000100
149,ACK,9,2025,0,22.34,14,3,0.000100
150,ACK,1,3922,0,26.51,15,5,0.000100
150,NACK,2,9565,1,4.67,5,67,0.934752
150,ACK,7,6487,0,21.27,14,9,0.000100
150,ACK,11,11301,0,24.89,15,14,0.000100
151,NACK,10,6201,1,11.43,9,19,0.060451
151,ACK,11,927,0,23.40,15,2,0.000100
151,NACK,13,9114,1,11.34,9,28,0.064762
152,ACK,5,4627,0,18.73,12,9,0.000187
152,ACK,11,9267,0,22.84,14,13,0.000100
152,ACK,16,887,0,19.29,13,2,0.000120
152,NACK,25,10900,1,10.32,8,38,0.135570
152,ACK,26,8909,0,30.00,15,11,0.000100
152,ACK,0,5493,0,14.96,10,14,0.003807
152,ACK,1,7021,0,27.58,15,9,0.000100
153,ACK,4,604,0,9.35,8,3,0.253156
153,ACK,6,10136,0,25.76,15,13,0.000100
153,NACK,13,2583,1,10.30,8,9,0.137133
153,NACK,19,6421,1,5.23,6,34,0.901345
153,ACK,20,3662,0,30.00,15,5,0.000100
153,ACK,21,9926,0,22.23,14,14,0.000100
153,ACK,27,11439,0,18.02,12,21,0.000329
154,ACK,1,4740,0,24.82,15,6,0.000100
154,ACK,3,6227,0,20.18,13,10,0.000100
154,NACK,4,4730,1,10.89,8,17,0.090276
154,ACK,6,7559,0,24.30,15,9,0.000100
154,ACK,7,3261,0,16.73,11,7,0.000925
154,ACK,16,11603,0,20.53,13,18,0.000100
154,NACK,17,7810,1,7.05,7,33,0.681872
155,ACK,1,8123,0,23.07,15,10,0.000100
155,ACK,4,11581,0,12.48,9,35,0.026920
155,ACK,9,10772,0,21.61,14,15,0.000100
155,NACK,10,7865,1,10.68,8,28,0.105198
155,ACK,26,2756,0,30.00,15,4,0.000100
156,NACK,8,7843,1,8.39,7,33,0.423027
156,ACK,16,3382,0,23.11,15,5,0.000100
156,ACK,27,11616,0,14.79,10,29,0.004343
156,NACK,10,6446,1,9.37,8,23,0.249753
156,ACK,11,6801,0,25.31,15,9,0.000100
157,ACK,12,5389,0,24.52,15,7,0.000100
157,NACK,18,7232,1,5.90,6,38,0.842741
157,ACK,21,4122,0,19.74,13,7,0.000100
157,ACK,29,10614,0,13.19,10,27,0.015491
157,ACK,4,6777,0,12.34,9,21,0.030192
158,ACK,7,2991,0,19.54,13,5,0.000100
158,NACK,13,2291,1,8.39,7,10,0.421710
158,ACK,20,9860,0,30.00,15,12,0.000100
158,ACK,22,8957,0,16.52,11,19,0.001091
158,ACK,29,2227,0,13.36,10,6,0.013517
158,ACK,31,8998,0,27.69,15,11,0.000100
158,ACK,0,8939,0,12.93,9,27,0.018966
158,ACK,3,3588,0,15.27,11,8,0.002964
159,ACK,7,9268,0,21.14,14,13,0.000100
159,NACK,8,1663,1,6.91,6,9,0.705772
159,ACK,12,5921,0,26.73,15,8,0.000100
159,ACK,14,6361,0,28.79,15,8,0.000100
159,NACK,18,4855,1,7.03,7,21,0.685500
159,ACK,22,7688,0,14.57,10,19,0.005190
160,NACK,0,8938,1,12.12,9,27,0.035598
160,ACK,5,9976,0,19.41,13,16,0.000109
160,NACK,10,5587,1,8.47,7,24,0.406769
160,NACK,25,4251,1,8.13,7,18,0.474348
160,ACK,27,1188,0,14.82,10,3,0.004269
161,ACK,1,7948,0,22.80,14,11,0.000100
161,ACK,3,1140,0,15.42,11,3,0.002637
161,ACK,7,3590,0,18.22,12,7,0.000281
161,ACK,9,7739,0,23.95,15,10,0.000100
161,ACK,12,3918,0,25.36,15,5,0.000100
161,NACK,17,2984,1,9.20,8,11,0.276458
161,ACK,26,7285,0,30.00,15,9,0.000100
161,ACK,28,7625,0,19.75,13,12,0.000100
161,ACK,1,10371,0,22.80,14,14,0.000100
161,ACK,6,5162,0,19.13,13,8,0.000136
162,ACK,9,3483,0,20.98,13,6,0.000100
162,ACK,21,4592,0,20.80,13,8,0.000100
162,NACK,25,1106,1,8.13,7,5,0.473589
162,ACK,31,9622,0,25.07,15,12,0.000100
162,ACK,0,4175,0,14.58,10,11,0.005132
162,NACK,2,1509,1,5.09,6,8,0.911302
162,NACK,19,1194,1,8.16,7,5,0.467451
162,ACK,20,3279,0,30.00,15,4,0.000100
163,NACK,23,1018,1,6.72,6,6,0.735842
163,NACK,27,8970,1,14.31,10,22,0.006368
163,NACK,29,1655,1,6.68,6,9,0.742099
163,ACK,0,2968,0,14.32,10,8,0.006350
163,ACK,3,4270,0,15.50,11,9,0.002480
163,NACK,8,6967,1,5.38,6,37,0.890375
163,ACK,12,4768,0,22.38,14,7,0.000100
164,NACK,23,5706,1,6.31,6,30,0.793978
164,NACK,29,11701,1,9.79,8,41,0.192188
164,ACK,0,6052,0,14.68,10,15,0.004767
165,NACK,2,954,1,6.51,6,5,0.766755
165,ACK,3,4346,0,13.90,10,11,0.008846
165,ACK,5,4401,0,22.40,14,6,0.000100
165,ACK,7,4382,0,19.26,13,7,0.000123
165,NACK,23,10714,1,6.33,6,56,0.791356
165,ACK,27,4920,0,15.90,11,11,0.001792
166,ACK,0,523,0,14.05,10,2,0.007832
166,ACK,5,5420,0,24.23,15,7,0.000100
166,ACK,6,8672,0,13.86,10,22,0.009141
166,ACK,11,8041,0,28.49,15,10,0.000100
166,NACK,18,928,1,4.66,5,7,0.935489
166,ACK,26,7570,0,30.00,15,10,0.000100
166,ACK,27,11762,0,16.32,11,25,0.001289
166,ACK,29,1086,0,9.34,8,4,0.254655
166,ACK,31,8959,0,26.65,15,11,0.000100
167,NACK,2,9027,1,6.45,6,48,0.775800
167,ACK,9,3566,0,24.23,15,5,0.000100
167,ACK,10,5347,0,11.71,9,16,0.048849
167,ACK,12,8901,0,17.50,12,17,0.000499
168,ACK,1,3382,0,22.45,14,5,0.000100
168,ACK,11,3051,0,29.66,15,4,0.000100
168,ACK,12,3490,0,18.07,12,7,0.000316
168,ACK,16,8447,0,17.54,12,16,0.000486
168,ACK,20,1482,0,30.00,15,2,0.000100
168,NACK,24,10951,1,11.73,9,33,0.048309
168,ACK,26,2333,0,30.00,15,3,0.000100
168,NACK,4,2796,1,7.43,7,12,0.612823
168,ACK,5,6669,0,21.96,14,9,0.000100
169,NACK,8,5127,1,9.38,8,18,0.248812
169,ACK,9,4859,0,23.63,15,6,0.000100
169,ACK,10,8687,0,13.32,10,22,0.013935
169,ACK,12,1684,0,16.23,11,4,0.001383
169,ACK,15,7065,0,30.00,15,9,0.000100
169,ACK,21,9935,0,16.12,11,21,0.001510
169,ACK,22,4143,0,16.48,11,9,0.001131
170,ACK,1,5730,0,20.93,13,9,0.000100
170,ACK,6,2377,0,17.23,12,5,0.000620
170,ACK,10,2295,0,13.88,10,6,0.009003
170,ACK,11,7665,0,29.28,15,10,0.000100
170,ACK,15,9171,0,30.00,15,11,0.000100
170,ACK,21,3594,0,15.84,11,8,0.001881
170,ACK,24,1702,0,10.61,8,6,0.110024
170,ACK,31,1073,0,27.04,15,2,0.000100
170,ACK,7,11525,0,16.80,11,25,0.000875
170,ACK,12,8293,0,16.37,11,18,0.001230
171,ACK,13,1100,0,11.40,9,4,0.061755
171,NACK,18,5685,1,3.63,5,40,0.970523
171,ACK,20,1168,0,30.00,15,2,0.000100
171,ACK,21,1001,0,16.31,11,3,0.001291
171,NACK,23,6164,1,5.90,6,33,0.842512
171,ACK,27,4001,0,15.17,11,9,0.003222
172,ACK,10,5287,0,12.00,9,16,0.039089
172,NACK,18,5909,1,3.03,5,42,0.981607
173,NACK,4,6927,1,9.49,8,25,0.232669
173,ACK,6,6363,0,18.92,12,12,0.000161
173,ACK,15,4028,0,30.00,15,5,0.000100
173,ACK,16,9228,0,20.10,13,15,0.000100
173,ACK,21,1574,0,18.66,12,3,0.000198
173,ACK,22,2912,0,14.19,10,8,0.007042
173,NACK,23,5815,1,8.86,7,25,0.334679
174,ACK,0,1413,0,15.51,11,3,0.002452
174,NACK,23,11347,1,8.67,7,48,0.369757
174,NACK,25,5719,1,11.33,9,18,0.064919
174,ACK,27,6239,0,13.56,10,16,0.011575
175,NACK,2,3954,1,10.40,8,14,0.128168
175,NACK,4,7268,1,10.37,8,26,0.130969
175,ACK,7,4725,0,18.85,12,9,0.000170
175,NACK,8,4800,1,8.29,7,20,0.441850
175,ACK,15,6541,0,30.00,15,8,0.000100
175,ACK,21,10443,0,17.71,12,19,0.000421
176,ACK,1,6264,0,18.45,12,12,0.000234
176,NACK,2,6660,1,10.53,8,24,0.116516
176,ACK,0,8650,0,14.74,10,22,0.004519
176,NACK,2,4965,1,10.53,8,18,0.116516
176,NACK,10,3280,1,10.09,8,12,0.158507
176,ACK,11,5039,0,28.07,15,6,0.000100
176,ACK,15,4025,0,30.00,15,5,0.000100
177,ACK,22,5363,0,14.11,10,14,0.007475
177,ACK,27,7929,0,13.65,10,20,0.010764
177,ACK,28,8312,0,21.40,14,12,0.000100
177,ACK,5,8809,0,17.93,12,16,0.000354
177,ACK,11,3561,0,25.32,15,5,0.000100
177,ACK,14,10984,0,21.19,14,15,0.000100
177,ACK,20,1092,0,30.00,15,2,0.000100
178,ACK,22,2612,0,13.95,10,7,0.008466
178,NACK,25,6370,1,9.76,8,23,0.196808
178,ACK,26,10105,0,30.00,15,13,0.000100
178,ACK,28,11865,0,19.80,13,19,0.000100
178,ACK,30,3809,0,28.10,15,5,0.000100
178,ACK,7,7376,0,19.16,13,12,0.000133
179,ACK,10,2848,0,11.29,9,9,0.067201
179,ACK,11,11293,0,24.95,15,14,0.000100
179,NACK,18,6714,1,7.39,7,28,0.618965
179,ACK,22,1237,0,12.13,9,4,0.035323
179,ACK,23,3711,0,12.79,9,12,0.021245
179,ACK,29,3729,0,11.19,9,12,0.072323
179,ACK,31,10306,0,25.37,15,13,0.000100
179,ACK,11,3600,0,24.95,15,5,0.000100
180,ACK,23,8930,0,13.69,10,22,0.010431
180,ACK,26,6184,0,30.00,15,8,0.000100
180,ACK,27,10474,0,16.57,11,22,0.001053
180,NACK,4,1253,1,9.98,8,5,0.170373
180,ACK,6,11706,0,19.68,13,19,0.000100
180,ACK,14,7550,0,20.58,13,12,0.000100
181,NACK,18,3985,1,6.95,6,21,0.698282
181,ACK,20,7936,0,30.00,15,10,0.000100
181,NACK,24,1980,1,8.41,7,9,0.418394
181,NACK,25,1255,1,9.57,8,5,0.221259
181,ACK,28,9513,0,17.37,12,18,0.000554
181,ACK,1,1890,0,16.13,11,4,0.001491
181,ACK,7,8963,0,21.20,14,13,0.000100
182,NACK,10,1662,1,11.88,9,5,0.043021
182,ACK,11,8439,0,26.05,15,11,0.000100
182,ACK,12,5600,0,21.72,14,8,0.000100
182,NACK,24,11812,1,9.67,8,42,0.208717
182,NACK,25,3555,1,10.01,8,13,0.167197
182,ACK,26,8856,0,30.00,15,11,0.000100
183,ACK,9,11759,0,22.88,14,16,0.000100
183,ACK,13,8010,0,14.31,10,20,0.006358
183,ACK,15,2335,0,27.95,15,3,0.000100
183,NACK,18,957,1,7.06,7,4,0.679233
183,NACK,19,2811,1,10.84,8,10,0.093668
183,ACK,26,4135,0,30.00,15,5,0.000100
183,ACK,31,6621,0,25.28,15,8,0.000100
183,ACK,7,5249,0,22.84,14,8,0.000100
183,ACK,11,1559,0,27.04,15,2,0.000100
183,ACK,12,10802,0,22.49,14,15,0.000100
184,ACK,22,2520,0,11.15,9,8,0.074319
