tti,ue,sinr_db,cqi,bits_per_rb,rb_err_prob
1086,10,12.80,9,336,0.021086
1086,11,26.35,15,840,0.000100
1086,12,20.66,13,648,0.000100
1086,13,6.87,6,192,0.711693
1086,14,22.85,14,744,0.000100
1086,15,30.00,15,840,0.000100
1086,16,16.49,11,480,0.001124
1086,17,7.16,7,240,0.662729
1086,18,8.00,7,240,0.500111
1086,19,6.59,6,192,0.754950
1086,20,29.15,15,840,0.000100
1086,21,17.24,12,552,0.000615
1086,22,16.66,11,480,0.000980
1086,23,11.36,9,336,0.063643
1086,24,13.70,10,408,0.010323
1086,25,12.37,9,336,0.029323
1086,26,30.00,15,840,0.000100
1086,27,16.63,11,480,0.000999
1086,28,14.03,10,408,0.007969
1086,29,13.28,10,408,0.014387
1086,30,24.12,15,840,0.000100
1086,31,29.29,15,840,0.000100
1087,0,16.06,11,480,0.001586
1087,1,19.54,13,648,0.000100
1087,2,9.62,8,288,0.214876
1087,3,19.78,13,648,0.000100
1087,4,8.70,7,240,0.363989
1087,5,19.11,13,648,0.000138
1087,6,24.80,15,840,0.000100
1087,7,26.98,15,840,0.000100
1087,8,12.15,9,336,0.034824
1087,9,22.94,14,744,0.000100
1087,10,13.84,10,408,0.009246
1087,11,27.22,15,840,0.000100
1087,12,22.63,14,744,0.000100
1087,13,6.92,6,192,0.704207
1087,14,22.44,14,744,0.000100
1087,15,30.00,15,840,0.000100
1087,16,15.79,11,480,0.001969
1087,17,7.08,7,240,0.676856
1087,18,8.24,7,240,0.452955
1087,19,7.72,7,240,0.556397
1087,20,29.70,15,840,0.000100
1087,21,16.00,11,480,0.001660
1087,22,15.73,11,480,0.002053
1087,23,12.81,9,336,0.020892
1087,24,13.92,10,408,0.008721
1087,25,11.59,9,336,0.053433
1087,26,30.00,15,840,0.000100
1087,27,14.45,10,408,0.005711
1087,28,15.71,11,480,0.002084
1087,29,11.78,9,336,0.046384
1087,30,25.41,15,840,0.000100
1087,31,29.38,15,840,0.000100
1088,0,17.07,12,552,0.000707
1088,1,17.19,12,552,0.000641
1088,2,9.56,8,288,0.223351
1088,3,19.44,13,648,0.000106
1088,4,10.20,8,288,0.147048
1088,5,19.53,13,648,0.000100
1088,6,23.24,15,840,0.000100
1088,7,26.64,15,840,0.000100
1088,8,12.55,9,336,0.025641
1088,9,21.17,14,744,0.000100
1088,10,12.76,9,336,0.021748
1088,11,28.93,15,840,0.000100
1088,12,20.55,13,648,0.000100
1088,13,6.65,6,192,0.746366
1088,14,22.31,14,744,0.000100
1088,15,30.00,15,840,0.000100
1088,16,16.38,11,480,0.001228
1088,17,8.11,7,240,0.477536
1088,18,9.15,8,288,0.284320
1088,19,7.07,7,240,0.678034
1088,20,28.74,15,840,0.000100
1088,21,18.38,12,552,0.000248
1088,22,15.82,11,480,0.001908
1088,23,13.85,10,408,0.009167
1088,24,12.57,9,336,0.025257
1088,25,12.82,9,336,0.020746
1088,26,30.00,15,840,0.000100
1088,27,16.38,11,480,0.001222
1088,28,16.29,11,480,0.001311
1088,29,11.31,9,336,0.066085
1088,30,23.50,15,840,0.000100
1088,31,30.00,15,840,0.000100
1089,0,17.87,12,552,0.000371
1089,1,18.69,12,552,0.000192
1089,2,9.28,8,288,0.264920
1089,3,18.13,12,552,0.000302
1089,4,9.43,8,288,0.241932
1089,5,15.20,11,480,0.003129
1089,6,22.70,14,744,0.000100
1089,7,25.85,15,840,0.000100
1089,8,13.76,10,408,0.009862
1089,9,21.60,14,744,0.000100
1089,10,13.79,10,408,0.009611
1089,11,28.89,15,840,0.000100
1089,12,20.83,13,648,0.000100
1089,13,6.70,6,192,0.739337
1089,14,21.68,14,744,0.000100
1089,15,30.00,15,840,0.000100
1089,16,16.77,11,480,0.000895
1089,17,9.36,8,288,0.251340
1089,18,7.63,7,240,0.573059
1089,19,7.28,7,240,0.639700
1089,20,29.00,15,840,0.000100
1089,21,17.75,12,552,0.000411
1089,22,14.65,10,408,0.004854
1089,23,13.12,10,408,0.016311
1089,24,13.27,10,408,0.014524
1089,25,12.87,9,336,0.019983
1089,26,30.00,15,840,0.000100
1089,27,17.13,12,552,0.000675
1089,28,14.44,10,408,0.005748
1089,29,13.04,10,408,0.017426
1089,30,23.65,15,840,0.000100
1089,31,30.00,15,840,0.000100
1090,0,16.77,11,480,0.000897
1090,1,18.01,12,552,0.000333
1090,2,9.92,8,288,0.177202
1090,3,17.57,12,552,0.000474
1090,4,10.08,8,288,0.159471
1090,5,15.19,11,480,0.003173
1090,6,22.16,14,744,0.000100
1090,7,25.36,15,840,0.000100
1090,8,12.88,9,336,0.019706
1090,9,21.88,14,744,0.000100
1090,10,13.52,10,408,0.011932
1090,11,29.47,15,840,0.000100
1090,12,22.35,14,744,0.000100
1090,13,6.86,6,192,0.712843
1090,14,23.69,15,840,0.000100
1090,15,30.00,15,840,0.000100
1090,16,16.50,11,480,0.001108
1090,17,9.70,8,288,0.203791
1090,18,7.71,7,240,0.557284
1090,19,6.61,6,192,0.752272
1090,20,30.00,15,840,0.000100
1090,21,17.48,12,552,0.000508
1090,22,14.57,10,408,0.005195
1090,23,11.30,9,336,0.066682
1090,24,13.57,10,408,0.011492
1090,25,13.99,10,408,0.008248
1090,26,30.00,15,840,0.000100
1090,27,17.68,12,552,0.000433
1090,28,15.46,11,480,0.002549
1090,29,13.99,10,408,0.008242
1090,30,23.64,15,840,0.000100
1090,31,30.00,15,840,0.000100
1091,0,18.03,12,552,0.000328
1091,1,20.00,13,648,0.000100
1091,2,8.87,7,240,0.332992
1091,3,16.50,11,480,0.001111
1091,4,11.13,9,336,0.075826
1091,5,16.56,11,480,0.001060
1091,6,18.80,12,552,0.000177
1091,7,23.25,15,840,0.000100
1091,8,14.12,10,408,0.007445
1091,9,20.88,13,648,0.000100
1091,10,12.88,9,336,0.019741
1091,11,27.86,15,840,0.000100
1091,12,23.27,15,840,0.000100
1091,13,7.38,7,240,0.621537
1091,14,22.60,14,744,0.000100
1091,15,30.00,15,840,0.000100
1091,16,17.65,12,552,0.000443
1091,17,9.72,8,288,0.201470
1091,18,9.17,8,288,0.282128
1091,19,6.36,6,192,0.787854
1091,20,30.00,15,840,0.000100
1091,21,18.65,12,552,0.000199
1091,22,15.67,11,480,0.002158
1091,23,13.11,10,408,0.016525
1091,24,16.73,11,480,0.000929
1091,25,13.61,10,408,0.011118
1091,26,30.00,15,840,0.000100
1091,27,16.56,11,480,0.001058
1091,28,15.45,11,480,0.002577
1091,29,11.10,9,336,0.077185
1091,30,24.56,15,840,0.000100
1091,31,30.00,15,840,0.000100
1092,0,17.85,12,552,0.000379
1092,1,22.18,14,744,0.000100
1092,2,8.89,7,240,0.328721
1092,3,16.67,11,480,0.000968
1092,4,11.32,9,336,0.065572
1092,5,16.20,11,480,0.001419
1092,6,17.76,12,552,0.000408
1092,7,22.66,14,744,0.000100
1092,8,16.12,11,480,0.001502
1092,9,22.00,14,744,0.000100
1092,10,13.21,10,408,0.015266
1092,11,26.10,15,840,0.000100
1092,12,23.11,15,840,0.000100
1092,13,6.89,6,192,0.707733
1092,14,22.95,14,744,0.000100
1092,15,30.00,15,840,0.000100
1092,16,15.10,11,480,0.003401
1092,17,8.93,7,240,0.322025
1092,18,7.88,7,240,0.522990
1092,19,6.39,6,192,0.783291
1092,20,30.00,15,840,0.000100
1092,21,18.98,12,552,0.000153
1092,22,14.61,10,408,0.005011
1092,23,12.99,9,336,0.018183
1092,24,14.24,10,408,0.006732
1092,25,12.52,9,336,0.026136
1092,26,30.00,15,840,0.000100
1092,27,16.32,11,480,0.001284
1092,28,14.14,10,408,0.007320
1092,29,10.90,8,288,0.089385
1092,30,25.30,15,840,0.000100
1092,31,30.00,15,840,0.000100
1093,0,17.18,12,552,0.000644
1093,1,22.28,14,744,0.000100
1093,2,7.38,7,240,0.621493
1093,3,16.13,11,480,0.001500
1093,4,10.87,8,288,0.091546
1093,5,16.80,11,480,0.000878
1093,6,18.93,12,552,0.000159
1093,7,25.03,15,840,0.000100
1093,8,15.07,11,480,0.003477
1093,9,23.65,15,840,0.000100
1093,10,12.09,9,336,0.036481
1093,11,27.49,15,840,0.000100
1093,12,21.62,14,744,0.000100
1093,13,6.37,6,192,0.786379
1093,14,21.94,14,744,0.000100
1093,15,29.36,15,840,0.000100
1093,16,18.28,12,552,0.000269
1093,17,7.74,7,240,0.551306
1093,18,6.82,6,192,0.719233
1093,19,6.33,6,192,0.792168
1093,20,30.00,15,840,0.000100
1093,21,19.07,13,648,0.000143
1093,22,16.88,11,480,0.000819
1093,23,13.75,10,408,0.009928
1093,24,14.42,10,408,0.005869
1093,25,12.83,9,336,0.020623
1093,26,30.00,15,840,0.000100
1093,27,16.66,11,480,0.000976
1093,28,11.73,9,336,0.048256
1093,29,9.57,8,288,0.221348
1093,30,25.16,15,840,0.000100
1093,31,30.00,15,840,0.000100
1094,0,15.99,11,480,0.001673
1094,1,21.14,14,744,0.000100
1094,2,8.22,7,240,0.456337
1094,3,15.73,11,480,0.002060
1094,4,12.76,9,336,0.021779
1094,5,17.58,12,552,0.000470
1094,6,18.91,12,552,0.000161
1094,7,24.35,15,840,0.000100
1094,8,14.98,10,408,0.003730
1094,9,24.43,15,840,0.000100
1094,10,12.42,9,336,0.028317
1094,11,27.72,15,840,0.000100
1094,12,20.67,13,648,0.000100
1094,13,7.78,7,240,0.543268
1094,14,23.37,15,840,0.000100
1094,15,29.65,15,840,0.000100
1094,16,18.37,12,552,0.000248
1094,17,8.70,7,240,0.363959
1094,18,6.28,6,192,0.798406
1094,19,7.61,7,240,0.577125
1094,20,30.00,15,840,0.000100
1094,21,19.48,13,648,0.000103
1094,22,18.17,12,552,0.000292
1094,23,13.70,10,408,0.010329
1094,24,14.30,10,408,0.006429
1094,25,11.05,9,336,0.080411
1094,26,30.00,15,840,0.000100
1094,27,16.99,11,480,0.000751
1094,28,11.62,9,336,0.052487
1094,29,9.86,8,288,0.184389
1094,30,25.68,15,840,0.000100
1094,31,30.00,15,840,0.000100
1095,0,15.95,11,480,0.001723
1095,1,21.19,14,744,0.000100
1095,2,10.50,8,288,0.118829
1095,3,15.75,11,480,0.002032
1095,4,13.51,10,408,0.012077
1095,5,17.64,12,552,0.000449
1095,6,18.65,12,552,0.000200
1095,7,22.31,14,744,0.000100
1095,8,17.01,12,552,0.000742
1095,9,21.12,14,744,0.000100
1095,10,11.52,9,336,0.056475
1095,11,27.62,15,840,0.000100
1095,12,22.82,14,744,0.000100
1095,13,7.37,7,240,0.623097
1095,14,23.16,15,840,0.000100
1095,15,30.00,15,840,0.000100
1095,16,18.72,12,552,0.000189
1095,17,10.85,8,288,0.092793
1095,18,6.43,6,192,0.778008
1095,19,7.36,7,240,0.624522
1095,20,30.00,15,840,0.000100
1095,21,20.13,13,648,0.000100
1095,22,17.50,12,552,0.000502
1095,23,15.09,11,480,0.003420
1095,24,12.41,9,336,0.028448
1095,25,11.92,9,336,0.041542
1095,26,30.00,15,840,0.000100
1095,27,17.81,12,552,0.000391
1095,28,13.07,10,408,0.017038
1095,29,9.27,8,288,0.265383
1095,30,24.59,15,840,0.000100
1095,31,30.00,15,840,0.000100
1096,0,15.17,11,480,0.003228
1096,1,21.69,14,744,0.000100
1096,2,10.25,8,288,0.141732
1096,3,17.92,12,552,0.000358
1096,4,11.84,9,336,0.044247
1096,5,15.38,11,480,0.002721
1096,6,19.40,13,648,0.000109
1096,7,21.23,14,744,0.000100
1096,8,17.54,12,552,0.000486
1096,9,22.12,14,744,0.000100
1096,10,11.04,9,336,0.080652
1096,11,25.53,15,840,0.000100
1096,12,22.85,14,744,0.000100
1096,13,6.93,6,192,0.701280
1096,14,24.40,15,840,0.000100
1096,15,30.00,15,840,0.000100
1096,16,18.61,12,552,0.000206
1096,17,10.13,8,288,0.154297
1096,18,7.83,7,240,0.533366
1096,19,7.03,7,240,0.684832
1096,20,30.00,15,840,0.000100
1096,21,22.07,14,744,0.000100
1096,22,18.77,12,552,0.000182
1096,23,14.19,10,408,0.007000
1096,24,11.72,9,336,0.048533
1096,25,11.71,9,336,0.048955
1096,26,30.00,15,840,0.000100
1096,27,19.81,13,648,0.000100
1096,28,9.48,8,288,0.234412
1096,29,8.22,7,240,0.456462
1096,30,25.75,15,840,0.000100
1096,31,29.31,15,840,0.000100
1097,0,15.33,11,480,0.002825
1097,1,21.01,14,744,0.000100
1097,2,9.69,8,288,0.205171
1097,3,16.99,11,480,0.000754
1097,4,10.61,8,288,0.109879
1097,5,16.10,11,480,0.001527
1097,6,20.48,13,648,0.000100
1097,7,22.20,14,744,0.000100
1097,8,15.73,11,480,0.002057
1097,9,23.96,15,840,0.000100
1097,10,10.97,8,288,0.084997
1097,11,27.21,15,840,0.000100
1097,12,24.13,15,840,0.000100
1097,13,9.14,8,288,0.287168
1097,14,24.22,15,840,0.000100
1097,15,30.00,15,840,0.000100
1097,16,19.99,13,648,0.000100
1097,17,9.54,8,288,0.225977
1097,18,8.40,7,240,0.420867
1097,19,8.43,7,240,0.414587
1097,20,30.00,15,840,0.000100
1097,21,22.13,14,744,0.000100
1097,22,16.31,11,480,0.001296
1097,23,15.15,11,480,0.003263
1097,24,11.08,9,336,0.078556
1097,25,11.67,9,336,0.050386
1097,26,30.00,15,840,0.000100
1097,27,16.99,11,480,0.000752
1097,28,8.56,7,240,0.388941
1097,29,8.45,7,240,0.410741
1097,30,25.28,15,840,0.000100
1097,31,29.34,15,840,0.000100
1098,0,13.97,10,408,0.008367
1098,1,19.98,13,648,0.000100
1098,2,11.14,9,336,0.075090
1098,3,18.74,12,552,0.000185
1098,4,9.07,8,288,0.297961
1098,5,18.24,12,552,0.000277
1098,6,21.14,14,744,0.000100
1098,7,21.24,14,744,0.000100
1098,8,13.41,10,408,0.013024
1098,9,25.64,15,840,0.000100
1098,10,9.72,8,288,0.201347
1098,11,26.38,15,840,0.000100
1098,12,24.41,15,840,0.000100
1098,13,11.11,9,336,0.076900
1098,14,22.68,14,744,0.000100
1098,15,30.00,15,840,0.000100
1098,16,22.86,14,744,0.000100
1098,17,9.20,8,288,0.276186
1098,18,8.20,7,240,0.459352
1098,19,7.83,7,240,0.533532
1098,20,30.00,15,840,0.000100
1098,21,22.46,14,744,0.000100
1098,22,15.66,11,480,0.002169
1098,23,15.81,11,480,0.001935
1098,24,11.62,9,336,0.052468
1098,25,9.43,8,288,0.241071
1098,26,30.00,15,840,0.000100
1098,27,12.24,9,336,0.032556
1098,28,9.41,8,288,0.245056
1098,29,7.55,7,240,0.589586
1098,30,24.65,15,840,0.000100
1098,31,30.00,15,840,0.000100
1099,0,13.19,10,408,0.015547
1099,1,18.97,12,552,0.000155
1099,2,11.23,9,336,0.070089
1099,3,17.29,12,552,0.000591
1099,4,8.75,7,240,0.353958
1099,5,17.38,12,552,0.000552
1099,6,22.24,14,744,0.000100
1099,7,19.18,13,648,0.000131
1099,8,12.83,9,336,0.020520
1099,9,26.64,15,840,0.000100
1099,10,10.50,8,288,0.119613
1099,11,25.58,15,840,0.000100
1099,12,25.46,15,840,0.000100
1099,13,11.86,9,336,0.043500
1099,14,20.69,13,648,0.000100
1099,15,29.84,15,840,0.000100
1099,16,22.46,14,744,0.000100
1099,17,9.95,8,288,0.173156
1099,18,7.10,7,240,0.672657
1099,19,9.66,8,288,0.208958
1099,20,30.00,15,840,0.000100
1099,21,22.64,14,744,0.000100
1099,22,15.45,11,480,0.002573
1099,23,14.01,10,408,0.008107
1099,24,9.83,8,288,0.187548
1099,25,11.06,9,336,0.079689
1099,26,30.00,15,840,0.000100
1099,27,14.88,10,408,0.004050
1099,28,10.63,8,288,0.108943
1099,29,10.42,8,288,0.125676
1099,30,25.21,15,840,0.000100
1099,31,30.00,15,840,0.000100
1100,0,12.86,9,336,0.020064
1100,1,17.48,12,552,0.000508
1100,2,7.04,7,240,0.682990
1100,3,17.13,12,552,0.000670
1100,4,7.46,7,240,0.606876
1100,5,18.07,12,552,0.000317
1100,6,26.17,15,840,0.000100
1100,7,18.37,12,552,0.000249
1100,8,9.25,8,288,0.269204
1100,9,26.48,15,840,0.000100
1100,10,10.09,8,288,0.157695
1100,11,25.07,15,840,0.000100
1100,12,24.77,15,840,0.000100
1100,13,10.93,8,288,0.087718
1100,14,19.90,13,648,0.000100
1100,15,30.00,15,840,0.000100
1100,16,22.45,14,744,0.000100
1100,17,10.97,8,288,0.085249
1100,18,8.00,7,240,0.499487
1100,19,9.20,8,288,0.277343
1100,20,30.00,15,840,0.000100
1100,21,21.14,14,744,0.000100
1100,22,14.67,10,408,0.004797
1100,23,16.67,11,480,0.000975
1100,24,8.34,7,240,0.433102
1100,25,12.96,9,336,0.018597
1100,26,30.00,15,840,0.000100
1100,27,16.75,11,480,0.000908
1100,28,9.67,8,288,0.208707
1100,29,9.65,8,288,0.210904
1100,30,23.43,15,840,0.000100
1100,31,30.00,15,840,0.000100
1101,0,10.71,8,288,0.102444
1101,1,16.53,11,480,0.001087
1101,2,8.74,7,240,0.356635
1101,3,16.67,11,480,0.000971
1101,4,5.52,6,192,0.878872
1101,5,16.62,11,480,0.001013
1101,6,27.20,15,840,0.000100
1101,7,19.61,13,648,0.000100
1101,8,8.60,7,240,0.381959
1101,9,26.29,15,840,0.000100
1101,10,8.75,7,240,0.354380
1101,11,26.52,15,840,0.000100
1101,12,26.32,15,840,0.000100
1101,13,12.23,9,336,0.032915
1101,14,20.69,13,648,0.000100
1101,15,30.00,15,840,0.000100
1101,16,21.44,14,744,0.000100
1101,17,12.86,9,336,0.020032
1101,18,9.74,8,288,0.199020
1101,19,7.61,7,240,0.577663
1101,20,30.00,15,840,0.000100
1101,21,20.04,13,648,0.000100
1101,22,13.18,10,408,0.015622
1101,23,17.17,12,552,0.000652
1101,24,8.00,7,240,0.500773
1101,25,11.60,9,336,0.053152
1101,26,30.00,15,840,0.000100
1101,27,16.89,11,480,0.000818
1101,28,9.68,8,288,0.206327
1101,29,8.28,7,240,0.444231
1101,30,22.98,14,744,0.000100
1101,31,30.00,15,840,0.000100
1102,0,9.26,8,288,0.267877
1102,1,15.45,11,480,0.002582
1102,2,8.17,7,240,0.466517
1102,3,18.58,12,552,0.000211
1102,4,5.26,6,192,0.899208
1102,5,15.10,11,480,0.003395
1102,6,27.26,15,840,0.000100
1102,7,21.27,14,744,0.000100
1102,8,10.44,8,288,0.124478
1102,9,27.48,15,840,0.000100
1102,10,9.09,8,288,0.294407
1102,11,28.20,15,840,0.000100
1102,12,26.55,15,840,0.000100
1102,13,12.08,9,336,0.036798
1102,14,23.90,15,840,0.000100
1102,15,30.00,15,840,0.000100
1102,16,22.91,14,744,0.000100
1102,17,13.03,10,408,0.017525
1102,18,9.55,8,288,0.224402
1102,19,9.99,8,288,0.169475
1102,20,30.00,15,840,0.000100
1102,21,21.49,14,744,0.000100
1102,22,12.37,9,336,0.029320
1102,23,18.66,12,552,0.000198
1102,24,7.62,7,240,0.575462
1102,25,9.00,8,288,0.309459
1102,26,30.00,15,840,0.000100
1102,27,18.45,12,552,0.000234
1102,28,11.14,9,336,0.075124
1102,29,8.65,7,240,0.372226
1102,30,23.23,15,840,0.000100
1102,31,29.21,15,840,0.000100
1103,0,10.17,8,288,0.150021
1103,1,18.57,12,552,0.000212
1103,2,8.74,7,240,0.355508
1103,3,19.39,13,648,0.000111
1103,4,3.94,5,144,0.962690
1103,5,18.19,12,552,0.000289
1103,6,28.34,15,840,0.000100
1103,7,21.58,14,744,0.000100
1103,8,8.58,7,240,0.386394
1103,9,27.04,15,840,0.000100
1103,10,10.68,8,288,0.105128
1103,11,26.71,15,840,0.000100
1103,12,25.64,15,840,0.000100
1103,13,13.14,10,408,0.016100
1103,14,23.77,15,840,0.000100
1103,15,30.00,15,840,0.000100
1103,16,24.08,15,840,0.000100
1103,17,11.96,9,336,0.040453
1103,18,8.98,7,240,0.313202
1103,19,10.02,8,288,0.166107
1103,20,28.06,15,840,0.000100
1103,21,19.54,13,648,0.000100
1103,22,12.84,9,336,0.020323
1103,23,18.86,12,552,0.000168
1103,24,6.45,6,192,0.775442
1103,25,11.50,9,336,0.057162
1103,26,30.00,15,840,0.000100
1103,27,18.25,12,552,0.000276
1103,28,11.59,9,336,0.053753
1103,29,10.16,8,288,0.150924
1103,30,24.31,15,840,0.000100
1103,31,30.00,15,840,0.000100
1104,0,9.69,8,288,0.205307
1104,1,18.11,12,552,0.000308
1104,2,8.86,7,240,0.335336
1104,3,18.21,12,552,0.000284
1104,4,4.81,5,144,0.927901
1104,5,18.00,12,552,0.000334
1104,6,26.19,15,840,0.000100
1104,7,19.75,13,648,0.000100
1104,8,9.07,8,288,0.298733
1104,9,26.87,15,840,0.000100
1104,10,12.78,9,336,0.021307
1104,11,26.82,15,840,0.000100
1104,12,26.19,15,840,0.000100
1104,13,12.20,9,336,0.033636
1104,14,23.00,14,744,0.000100
1104,15,30.00,15,840,0.000100
1104,16,26.67,15,840,0.000100
1104,17,14.03,10,408,0.007983
1104,18,6.83,6,192,0.718599
1104,19,12.01,9,336,0.039011
1104,20,28.20,15,840,0.000100
1104,21,20.10,13,648,0.000100
1104,22,13.97,10,408,0.008392
1104,23,18.17,12,552,0.000293
1104,24,7.38,7,240,0.621254
1104,25,9.61,8,288,0.216319
1104,26,30.00,15,840,0.000100
1104,27,19.29,13,648,0.000120
1104,28,10.89,8,288,0.090239
1104,29,8.32,7,240,0.436985
1104,30,23.23,15,840,0.000100
1104,31,30.00,15,840,0.000100
1105,0,7.24,7,240,0.647262
1105,1,16.81,11,480,0.000867
1105,2,8.47,7,240,0.406538
1105,3,18.46,12,552,0.000233
1105,4,6.88,6,192,0.710470
1105,5,20.41,13,648,0.000100
1105,6,27.46,15,840,0.000100
1105,7,21.68,14,744,0.000100
1105,8,9.83,8,288,0.188264
1105,9,26.37,15,840,0.000100
1105,10,11.58,9,336,0.053891
1105,11,26.65,15,840,0.000100
1105,12,27.53,15,840,0.000100
1105,13,13.60,10,408,0.011175
1105,14,22.47,14,744,0.000100
1105,15,30.00,15,840,0.000100
1105,16,23.97,15,840,0.000100
1105,17,15.44,11,480,0.002598
1105,18,6.87,6,192,0.711475
1105,19,11.24,9,336,0.069807
1105,20,29.18,15,840,0.000100
1105,21,21.63,14,744,0.000100
1105,22,13.42,10,408,0.012905
1105,23,18.35,12,552,0.000253
1105,24,9.32,8,288,0.258629
1105,25,10.99,8,288,0.084017
1105,26,30.00,15,840,0.000100
1105,27,17.24,12,552,0.000618
1105,28,11.58,9,336,0.053759
1105,29,9.71,8,288,0.202893
1105,30,25.06,15,840,0.000100
1105,31,30.00,15,840,0.000100
1106,0,8.82,7,240,0.341067
1106,1,14.00,10,408,0.008195
1106,2,6.30,6,192,0.795378
1106,3,19.59,13,648,0.000100
1106,4,7.67,7,240,0.565090
1106,5,20.90,13,648,0.000100
1106,6,26.52,15,840,0.000100
1106,7,22.79,14,744,0.000100
1106,8,9.85,8,288,0.185827
1106,9,27.28,15,840,0.000100
1106,10,11.83,9,336,0.044547
1106,11,26.38,15,840,0.000100
1106,12,28.05,15,840,0.000100
1106,13,13.14,10,408,0.016080
1106,14,22.33,14,744,0.000100
1106,15,30.00,15,840,0.000100
1106,16,22.61,14,744,0.000100
1106,17,13.28,10,408,0.014380
1106,18,3.62,5,144,0.970821
1106,19,12.00,9,336,0.039231
1106,20,28.08,15,840,0.000100
1106,21,21.22,14,744,0.000100
1106,22,13.62,10,408,0.011035
1106,23,16.31,11,480,0.001296
1106,24,9.08,8,288,0.296767
1106,25,12.29,9,336,0.031341
1106,26,30.00,15,840,0.000100
1106,27,18.40,12,552,0.000243
1106,28,13.18,10,408,0.015568
1106,29,9.43,8,288,0.241931
1106,30,23.99,15,840,0.000100
1106,31,30.00,15,840,0.000100
1107,0,10.72,8,288,0.101871
1107,1,13.16,10,408,0.015833
1107,2,6.61,6,192,0.752792
1107,3,17.39,12,552,0.000546
1107,4,6.49,6,192,0.770601
1107,5,22.55,14,744,0.000100
1107,6,24.78,15,840,0.000100
1107,7,22.37,14,744,0.000100
1107,8,9.41,8,288,0.244870
1107,9,27.83,15,840,0.000100
1107,10,11.80,9,336,0.045760
1107,11,25.14,15,840,0.000100
1107,12,29.32,15,840,0.000100
1107,13,12.81,9,336,0.020942
1107,14,23.84,15,840,0.000100
1107,15,30.00,15,840,0.000100
1107,16,21.71,14,744,0.000100
1107,17,11.93,9,336,0.041319
1107,18,3.61,5,144,0.971008
1107,19,11.02,9,336,0.082179
1107,20,26.05,15,840,0.000100
1107,21,22.31,14,744,0.000100
1107,22,14.29,10,408,0.006476
1107,23,16.61,11,480,0.001021
1107,24,10.39,8,288,0.128996
1107,25,11.70,9,336,0.049392
1107,26,30.00,15,840,0.000100
1107,27,18.76,12,552,0.000182
1107,28,14.38,10,408,0.006018
1107,29,10.75,8,288,0.100047
1107,30,23.32,15,840,0.000100
1107,31,30.00,15,840,0.000100
1108,0,8.55,7,240,0.390864
1108,1,13.17,10,408,0.015674
1108,2,7.41,7,240,0.616660
1108,3,18.79,12,552,0.000178
1108,4,7.31,7,240,0.634190
1108,5,21.31,14,744,0.000100
1108,6,27.56,15,840,0.000100
1108,7,21.92,14,744,0.000100
1108,8,10.58,8,288,0.112251
1108,9,28.78,15,840,0.000100
1108,10,12.51,9,336,0.026428
1108,11,24.16,15,840,0.000100
1108,12,30.00,15,840,0.000100
1108,13,14.64,10,408,0.004899
1108,14,24.67,15,840,0.000100
1108,15,30.00,15,840,0.000100
1108,16,22.54,14,744,0.000100
1108,17,11.88,9,336,0.042797
1108,18,4.06,5,144,0.958889
1108,19,9.15,8,288,0.284603
1108,20,26.78,15,840,0.000100
1108,21,25.38,15,840,0.000100
1108,22,16.81,11,480,0.000865
1108,23,15.24,11,480,0.003035
1108,24,10.26,8,288,0.141299
1108,25,11.49,9,336,0.057846
1108,26,30.00,15,840,0.000100
1108,27,17.30,12,552,0.000588
1108,28,15.04,11,480,0.003562
1108,29,9.25,8,288,0.269466
1108,30,23.52,15,840,0.000100
1108,31,30.00,15,840,0.000100
1109,0,8.00,7,240,0.500973
1109,1,12.16,9,336,0.034695
1109,2,5.62,6,192,0.870033
1109,3,16.68,11,480,0.000966
1109,4,8.11,7,240,0.478195
1109,5,20.31,13,648,0.000100
1109,6,25.61,15,840,0.000100
1109,7,21.61,14,744,0.000100
1109,8,10.93,8,288,0.087622
1109,9,30.00,15,840,0.000100
1109,10,10.56,8,288,0.114152
1109,11,23.83,15,840,0.000100
1109,12,30.00,15,840,0.000100
1109,13,15.57,11,480,0.002343
1109,14,27.58,15,840,0.000100
1109,15,30.00,15,840,0.000100
1109,16,21.20,14,744,0.000100
1109,17,14.74,10,408,0.004527
1109,18,6.02,6,192,0.829280
1109,19,9.98,8,288,0.169712
1109,20,27.42,15,840,0.000100
1109,21,25.31,15,840,0.000100
1109,22,14.99,10,408,0.003713
1109,23,15.42,11,480,0.002632
1109,24,8.83,7,240,0.340135
1109,25,11.39,9,336,0.062384
1109,26,27.44,15,840,0.000100
1109,27,19.27,13,648,0.000122
1109,28,14.13,10,408,0.007362
1109,29,9.47,8,288,0.235853
1109,30,24.83,15,840,0.000100
1109,31,30.00,15,840,0.000100
1110,0,8.61,7,240,0.380686
1110,1,11.81,9,336,0.045142
1110,2,3.45,5,144,0.974517
1110,3,15.04,11,480,0.003560
1110,4,8.29,7,240,0.441504
1110,5,21.53,14,744,0.000100
1110,6,24.10,15,840,0.000100
1110,7,20.61,13,648,0.000100
1110,8,10.31,8,288,0.135639
1110,9,29.91,15,840,0.000100
1110,10,9.68,8,288,0.207461
1110,11,25.51,15,840,0.000100
1110,12,30.00,15,840,0.000100
1110,13,13.73,10,408,0.010088
1110,14,28.03,15,840,0.000100
1110,15,30.00,15,840,0.000100
1110,16,22.29,14,744,0.000100
1110,17,14.90,10,408,0.004000
