tti,ue,sinr_db,cqi,bits_per_rb,rb_err_prob
0,0,12.79,9,336,0.021276
0,1,15.47,11,480,0.002542
0,2,6.95,6,192,0.698607
0,3,18.08,12,552,0.000314
0,4,8.46,7,240,0.409125
0,5,17.09,12,552,0.000693
0,6,21.18,14,744,0.000100
0,7,19.16,13,648,0.000133
0,8,9.15,8,288,0.285602
0,9,24.00,15,840,0.000100
0,10,10.63,8,288,0.108450
0,11,24.56,15,840,0.000100
0,12,21.08,14,744,0.000100
0,13,11.82,9,336,0.044845
0,14,28.06,15,840,0.000100
0,15,30.00,15,840,0.000100
0,16,21.67,14,744,0.000100
0,17,7.09,7,240,0.674650
0,18,7.95,7,240,0.510297
0,19,10.09,8,288,0.158360
0,20,30.00,15,840,0.000100
0,21,21.43,14,744,0.000100
0,22,10.10,8,288,0.156814
0,23,15.24,11,480,0.003046
0,24,11.50,9,336,0.057504
0,25,8.99,7,240,0.311553
0,26,30.00,15,840,0.000100
0,27,17.69,12,552,0.000430
0,28,18.27,12,552,0.000271
0,29,9.39,8,288,0.247939
0,30,23.97,15,840,0.000100
0,31,29.06,15,840,0.000100
1,0,15.17,11,480,0.003205
1,1,15.97,11,480,0.001697
1,2,9.74,8,288,0.198582
1,3,18.89,12,552,0.000165
1,4,7.20,7,240,0.655192
1,5,16.06,11,480,0.001585
1,6,22.05,14,744,0.000100
1,7,18.64,12,552,0.000201
1,8,9.31,8,288,0.259728
1,9,23.11,15,840,0.000100
1,10,9.23,8,288,0.272150
1,11,22.73,14,744,0.000100
1,12,19.68,13,648,0.000100
1,13,12.24,9,336,0.032457
1,14,29.07,15,840,0.000100
1,15,30.00,15,840,0.000100
1,16,23.69,15,840,0.000100
1,17,6.46,6,192,0.774067
1,18,7.69,7,240,0.560723
1,19,8.01,7,240,0.497436
1,20,30.00,15,840,0.000100
1,21,20.87,13,648,0.000100
1,22,9.96,8,288,0.172824
1,23,14.77,10,408,0.004410
1,24,10.77,8,288,0.098457
1,25,6.79,6,192,0.724018
1,26,30.00,15,840,0.000100
1,27,15.71,11,480,0.002088
1,28,18.86,12,552,0.000169
1,29,11.07,9,336,0.078832
1,30,26.48,15,840,0.000100
1,31,27.26,15,840,0.000100
2,0,14.10,10,408,0.007512
2,1,16.53,11,480,0.001084
2,2,9.27,8,288,0.265790
2,3,16.72,11,480,0.000934
2,4,7.48,7,240,0.601832
2,5,15.51,11,480,0.002457
2,6,19.73,13,648,0.000100
2,7,19.70,13,648,0.000100
2,8,11.68,9,336,0.050059
2,9,23.73,15,840,0.000100
2,10,9.79,8,288,0.192223
2,11,22.28,14,744,0.000100
2,12,21.14,14,744,0.000100
2,13,16.28,11,480,0.001324
2,14,30.00,15,840,0.000100
2,15,30.00,15,840,0.000100
2,16,24.80,15,840,0.000100
2,17,7.86,7,240,0.527360
2,18,5.82,6,192,0.851034
2,19,8.00,7,240,0.499614
2,20,28.66,15,840,0.000100
2,21,18.96,12,552,0.000155
2,22,10.17,8,288,0.150275
2,23,15.39,11,480,0.002693
2,24,10.59,8,288,0.111878
2,25,9.48,8,288,0.234311
2,26,30.00,15,840,0.000100
2,27,15.17,11,480,0.003209
2,28,17.83,12,552,0.000385
2,29,9.96,8,288,0.172249
2,30,25.07,15,840,0.000100
2,31,27.80,15,840,0.000100
3,0,14.34,10,408,0.006219
3,1,16.21,11,480,0.001408
3,2,10.02,8,288,0.165976
3,3,20.60,13,648,0.000100
3,4,7.49,7,240,0.600166
3,5,16.68,11,480,0.000961
3,6,17.77,12,552,0.000402
3,7,18.92,12,552,0.000160
3,8,12.30,9,336,0.031080
3,9,23.08,15,840,0.000100
3,10,9.66,8,288,0.209959
3,11,23.01,15,840,0.000100
3,12,22.80,14,744,0.000100
3,13,18.22,12,552,0.000280
3,14,27.80,15,840,0.000100
3,15,30.00,15,840,0.000100
3,16,25.07,15,840,0.000100
3,17,6.49,6,192,0.770120
3,18,3.09,5,144,0.980744
3,19,9.86,8,288,0.184419
3,20,29.60,15,840,0.000100
3,21,18.57,12,552,0.000213
3,22,11.17,9,336,0.073117
3,23,14.16,10,408,0.007166
3,24,11.17,9,336,0.073597
3,25,7.63,7,240,0.572866
3,26,30.00,15,840,0.000100
3,27,16.37,11,480,0.001233
3,28,16.18,11,480,0.001442
3,29,8.07,7,240,0.485852
3,30,25.24,15,840,0.000100
3,31,29.23,15,840,0.000100
4,0,16.32,11,480,0.001288
4,1,16.68,11,480,0.000964
4,2,8.20,7,240,0.459666
4,3,22.50,14,744,0.000100
4,4,6.58,6,192,0.756507
4,5,17.60,12,552,0.000461
4,6,16.44,11,480,0.001165
4,7,19.04,13,648,0.000146
4,8,15.93,11,480,0.001750
4,9,22.60,14,744,0.000100
4,10,10.50,8,288,0.119076
4,11,24.12,15,840,0.000100
4,12,23.28,15,840,0.000100
4,13,17.78,12,552,0.000398
4,14,27.02,15,840,0.000100
4,15,30.00,15,840,0.000100
4,16,23.73,15,840,0.000100
4,17,4.20,5,144,0.954345
4,18,1.89,4,120,0.992540
4,19,9.79,8,288,0.192526
4,20,30.00,15,840,0.000100
4,21,17.49,12,552,0.000505
4,22,12.84,9,336,0.020450
4,23,12.00,9,336,0.039197
4,24,14.03,10,408,0.007988
4,25,7.13,7,240,0.667502
4,26,30.00,15,840,0.000100
4,27,16.96,11,480,0.000769
4,28,14.75,10,408,0.004500
4,29,7.56,7,240,0.587949
4,30,24.84,15,840,0.000100
4,31,28.66,15,840,0.000100
5,0,17.32,12,552,0.000579
5,1,14.78,10,408,0.004391
5,2,7.66,7,240,0.568124
5,3,23.81,15,840,0.000100
5,4,7.97,7,240,0.506396
5,5,18.09,12,552,0.000311
5,6,17.05,12,552,0.000715
5,7,15.82,11,480,0.001910
5,8,14.96,10,408,0.003811
5,9,21.32,14,744,0.000100
5,10,11.48,9,336,0.058321
5,11,23.97,15,840,0.000100
5,12,21.65,14,744,0.000100
5,13,17.63,12,552,0.000451
5,14,27.59,15,840,0.000100
5,15,30.00,15,840,0.000100
5,16,24.00,15,840,0.000100
5,17,4.32,5,144,0.950126
5,18,2.81,4,120,0.984512
5,19,8.91,7,240,0.325742
5,20,30.00,15,840,0.000100
5,21,18.07,12,552,0.000318
5,22,11.84,9,336,0.044433
5,23,11.69,9,336,0.049709
5,24,14.14,10,408,0.007307
5,25,5.44,6,192,0.886086
5,26,30.00,15,840,0.000100
5,27,13.49,10,408,0.012190
5,28,15.10,11,480,0.003398
5,29,5.75,6,192,0.858357
5,30,24.05,15,840,0.000100
5,31,28.29,15,840,0.000100
6,0,17.01,12,552,0.000740
6,1,13.12,10,408,0.016328
6,2,7.58,7,240,0.583133
6,3,24.15,15,840,0.000100
6,4,8.86,7,240,0.333728
6,5,17.36,12,552,0.000558
6,6,19.39,13,648,0.000110
6,7,13.90,10,408,0.008862
6,8,15.73,11,480,0.002059
6,9,22.16,14,744,0.000100
6,10,9.08,8,288,0.295921
6,11,23.01,15,840,0.000100
6,12,22.39,14,744,0.000100
6,13,17.49,12,552,0.000504
6,14,29.48,15,840,0.000100
6,15,30.00,15,840,0.000100
6,16,21.59,14,744,0.000100
6,17,1.87,4,120,0.992614
6,18,4.81,5,144,0.927514
6,19,10.00,8,288,0.167632
6,20,30.00,15,840,0.000100
6,21,19.83,13,648,0.000100
6,22,11.41,9,336,0.061373
6,23,10.70,8,288,0.103635
6,24,14.75,10,408,0.004500
6,25,7.01,7,240,0.687727
6,26,30.00,15,840,0.000100
6,27,13.04,10,408,0.017466
6,28,15.73,11,480,0.002051
6,29,8.57,7,240,0.388590
6,30,23.52,15,840,0.000100
6,31,29.35,15,840,0.000100
7,0,16.62,11,480,0.001012
7,1,14.18,10,408,0.007052
7,2,6.38,6,192,0.784782
7,3,25.50,15,840,0.000100
7,4,7.70,7,240,0.559732
7,5,17.19,12,552,0.000639
7,6,17.47,12,552,0.000514
7,7,15.13,11,480,0.003317
7,8,15.35,11,480,0.002795
7,9,21.14,14,744,0.000100
7,10,9.26,8,288,0.268021
7,11,24.20,15,840,0.000100
7,12,24.08,15,840,0.000100
7,13,15.38,11,480,0.002722
7,14,27.63,15,840,0.000100
7,15,30.00,15,840,0.000100
7,16,20.76,13,648,0.000100
7,17,3.31,5,144,0.977097
7,18,4.31,5,144,0.950528
7,19,11.32,9,336,0.065633
7,20,30.00,15,840,0.000100
7,21,19.04,13,648,0.000146
7,22,12.30,9,336,0.031183
7,23,11.09,9,336,0.077992
7,24,13.98,10,408,0.008275
7,25,5.61,6,192,0.871559
7,26,30.00,15,840,0.000100
7,27,11.98,9,336,0.039728
7,28,16.99,11,480,0.000752
7,29,10.67,8,288,0.105283
7,30,23.10,15,840,0.000100
7,31,28.59,15,840,0.000100
8,0,14.56,10,408,0.005220
8,1,15.58,11,480,0.002327
8,2,6.45,6,192,0.775093
8,3,24.12,15,840,0.000100
8,4,7.93,7,240,0.513605
8,5,18.13,12,552,0.000302
8,6,17.83,12,552,0.000384
8,7,12.96,9,336,0.018509
8,8,15.35,11,480,0.002794
8,9,20.01,13,648,0.000100
8,10,10.48,8,288,0.120748
8,11,26.38,15,840,0.000100
8,12,23.82,15,840,0.000100
8,13,16.21,11,480,0.001397
8,14,30.00,15,840,0.000100
8,15,29.30,15,840,0.000100
8,16,21.65,14,744,0.000100
8,17,3.24,5,144,0.978364
8,18,6.19,6,192,0.810228
8,19,10.02,8,288,0.165858
8,20,30.00,15,840,0.000100
8,21,18.74,12,552,0.000186
8,22,10.95,8,288,0.086028
8,23,13.10,10,408,0.016673
8,24,12.35,9,336,0.029950
8,25,6.51,6,192,0.766512
8,26,30.00,15,840,0.000100
8,27,12.82,9,336,0.020768
8,28,15.73,11,480,0.002059
8,29,10.29,8,288,0.138287
8,30,24.56,15,840,0.000100
8,31,30.00,15,840,0.000100
9,0,13.10,10,408,0.016622
9,1,15.22,11,480,0.003081
9,2,4.55,5,144,0.940400
9,3,24.73,15,840,0.000100
9,4,6.39,6,192,0.783876
9,5,18.33,12,552,0.000259
9,6,20.48,13,648,0.000100
9,7,12.63,9,336,0.024062
9,8,10.97,8,288,0.085248
9,9,22.65,14,744,0.000100
9,10,11.92,9,336,0.041745
9,11,25.35,15,840,0.000100
9,12,23.06,15,840,0.000100
9,13,16.47,11,480,0.001140
9,14,30.00,15,840,0.000100
9,15,29.50,15,840,0.000100
9,16,20.25,13,648,0.000100
9,17,0.30,3,96,0.997898
9,18,5.82,6,192,0.851103
9,19,9.81,8,288,0.190664
9,20,30.00,15,840,0.000100
9,21,17.96,12,552,0.000347
9,22,12.37,9,336,0.029326
9,23,14.00,10,408,0.008153
9,24,14.05,10,408,0.007830
9,25,6.51,6,192,0.766432
9,26,30.00,15,840,0.000100
9,27,13.54,10,408,0.011717
9,28,17.49,12,552,0.000506
9,29,9.61,8,288,0.216322
9,30,23.92,15,840,0.000100
9,31,30.00,15,840,0.000100
10,0,13.19,10,408,0.015482
10,1,14.31,10,408,0.006370
10,2,3.64,5,144,0.970242
10,3,24.35,15,840,0.000100
10,4,4.60,5,144,0.938365
10,5,18.18,12,552,0.000289
10,6,23.72,15,840,0.000100
10,7,12.92,9,336,0.019142
10,8,10.24,8,288,0.143070
10,9,22.74,14,744,0.000100
10,10,13.14,10,408,0.016104
10,11,28.19,15,840,0.000100
10,12,24.68,15,840,0.000100
10,13,15.44,11,480,0.002593
10,14,30.00,15,840,0.000100
10,15,30.00,15,840,0.000100
10,16,22.22,14,744,0.000100
10,17,-0.71,2,72,0.999058
10,18,7.20,7,240,0.653966
10,19,8.07,7,240,0.486841
10,20,30.00,15,840,0.000100
10,21,15.87,11,480,0.001842
10,22,10.35,8,288,0.132407
10,23,15.56,11,480,0.002361
10,24,11.72,9,336,0.048434
10,25,6.07,6,192,0.823830
10,26,30.00,15,840,0.000100
10,27,15.11,11,480,0.003383
10,28,17.74,12,552,0.000413
10,29,10.29,8,288,0.138409
10,30,24.51,15,840,0.000100
10,31,30.00,15,840,0.000100
11,0,13.04,10,408,0.017382
11,1,14.43,10,408,0.005781
11,2,4.69,5,144,0.933680
11,3,24.09,15,840,0.000100
11,4,3.73,5,144,0.968271
11,5,17.24,12,552,0.000615
11,6,23.50,15,840,0.000100
11,7,13.53,10,408,0.011862
11,8,9.36,8,288,0.251993
11,9,22.79,14,744,0.000100
11,10,11.22,9,336,0.070499
11,11,29.10,15,840,0.000100
11,12,24.40,15,840,0.000100
11,13,15.93,11,480,0.001749
11,14,29.25,15,840,0.000100
11,15,30.00,15,840,0.000100
11,16,19.79,13,648,0.000100
11,17,1.32,3,96,0.995250
11,18,6.30,6,192,0.795703
11,19,8.41,7,240,0.418191
11,20,30.00,15,840,0.000100
11,21,17.82,12,552,0.000386
11,22,12.67,9,336,0.023219
11,23,14.09,10,408,0.007571
11,24,13.06,10,408,0.017224
11,25,5.06,6,192,0.913198
11,26,30.00,15,840,0.000100
11,27,13.69,10,408,0.010468
11,28,18.86,12,552,0.000169
11,29,11.25,9,336,0.068889
11,30,25.74,15,840,0.000100
11,31,30.00,15,840,0.000100
12,0,15.12,11,480,0.003341
12,1,12.34,9,336,0.030198
12,2,5.29,6,192,0.897013
12,3,21.32,14,744,0.000100
12,4,6.38,6,192,0.784817
12,5,19.73,13,648,0.000100
12,6,24.45,15,840,0.000100
12,7,12.18,9,336,0.034080
12,8,11.48,9,336,0.058066
12,9,22.96,14,744,0.000100
12,10,10.90,8,288,0.089491
12,11,27.58,15,840,0.000100
12,12,21.04,14,744,0.000100
12,13,15.59,11,480,0.002306
12,14,30.00,15,840,0.000100
12,15,30.00,15,840,0.000100
12,16,20.23,13,648,0.000100
12,17,2.33,4,120,0.989437
12,18,6.72,6,192,0.735123
12,19,10.10,8,288,0.156620
12,20,30.00,15,840,0.000100
12,21,16.88,11,480,0.000820
12,22,10.93,8,288,0.087780
12,23,12.66,9,336,0.023538
12,24,12.39,9,336,0.029007
12,25,5.25,6,192,0.900047
12,26,30.00,15,840,0.000100
12,27,16.42,11,480,0.001186
12,28,20.84,13,648,0.000100
12,29,10.85,8,288,0.092935
12,30,26.17,15,840,0.000100
12,31,30.00,15,840,0.000100
13,0,15.23,11,480,0.003071
13,1,12.22,9,336,0.033148
13,2,5.17,6,192,0.905685
13,3,22.98,14,744,0.000100
13,4,6.63,6,192,0.750143
13,5,20.97,13,648,0.000100
13,6,23.91,15,840,0.000100
13,7,14.08,10,408,0.007665
13,8,9.46,8,288,0.236554
13,9,23.80,15,840,0.000100
13,10,11.22,9,336,0.070601
13,11,27.63,15,840,0.000100
13,12,20.75,13,648,0.000100
13,13,15.38,11,480,0.002711
13,14,30.00,15,840,0.000100
13,15,30.00,15,840,0.000100
13,16,17.97,12,552,0.000343
13,17,2.90,4,120,0.983384
13,18,6.41,6,192,0.781614
13,19,10.09,8,288,0.158489
13,20,30.00,15,840,0.000100
13,21,17.88,12,552,0.000370
13,22,12.50,9,336,0.026661
13,23,11.22,9,336,0.070920
13,24,13.30,10,408,0.014147
13,25,6.47,6,192,0.772656
13,26,30.00,15,840,0.000100
13,27,14.19,10,408,0.006993
13,28,19.96,13,648,0.000100
13,29,8.75,7,240,0.355153
13,30,27.04,15,840,0.000100
13,31,30.00,15,840,0.000100
14,0,16.51,11,480,0.001103
14,1,12.41,9,336,0.028475
14,2,4.50,5,144,0.942875
14,3,22.19,14,744,0.000100
14,4,7.05,7,240,0.680620
14,5,22.76,14,744,0.000100
14,6,23.55,15,840,0.000100
14,7,13.03,10,408,0.017615
14,8,8.28,7,240,0.444340
14,9,25.57,15,840,0.000100
14,10,10.27,8,288,0.140095
14,11,29.82,15,840,0.000100
14,12,21.76,14,744,0.000100
14,13,14.93,10,408,0.003900
14,14,30.00,15,840,0.000100
14,15,30.00,15,840,0.000100
14,16,17.48,12,552,0.000508
14,17,4.20,5,144,0.954448
14,18,6.50,6,192,0.767981
14,19,9.60,8,288,0.217872
14,20,30.00,15,840,0.000100
14,21,17.98,12,552,0.000341
14,22,13.26,10,408,0.014687
14,23,12.28,9,336,0.031653
14,24,14.15,10,408,0.007255
14,25,6.54,6,192,0.762509
14,26,30.00,15,840,0.000100
14,27,15.05,11,480,0.003549
14,28,17.40,12,552,0.000541
14,29,10.42,8,288,0.126060
14,30,29.15,15,840,0.000100
14,31,30.00,15,840,0.000100
15,0,19.18,13,648,0.000131
15,1,13.49,10,408,0.012224
15,2,3.90,5,144,0.963678
15,3,22.44,14,744,0.000100
15,4,6.27,6,192,0.799549
15,5,22.67,14,744,0.000100
15,6,23.77,15,840,0.000100
15,7,15.70,11,480,0.002111
15,8,7.36,7,240,0.625111
15,9,24.90,15,840,0.000100
15,10,9.99,8,288,0.169131
15,11,30.00,15,840,0.000100
15,12,23.33,15,840,0.000100
15,13,12.87,9,336,0.019962
15,14,30.00,15,840,0.000100
15,15,30.00,15,840,0.000100
15,16,17.17,12,552,0.000653
15,17,3.83,5,144,0.965764
15,18,6.38,6,192,0.785048
15,19,8.18,7,240,0.463164
15,20,30.00,15,840,0.000100
15,21,17.58,12,552,0.000469
15,22,12.55,9,336,0.025498
15,23,11.53,9,336,0.056079
15,24,13.32,10,408,0.013929
15,25,7.26,7,240,0.643247
15,26,30.00,15,840,0.000100
15,27,13.27,10,408,0.014488
15,28,15.12,11,480,0.003349
15,29,13.51,10,408,0.012031
15,30,28.59,15,840,0.000100
15,31,30.00,15,840,0.000100
16,0,18.69,12,552,0.000193
16,1,12.26,9,336,0.031964
16,2,4.33,5,144,0.949569
16,3,23.28,15,840,0.000100
16,4,6.66,6,192,0.744511
16,5,20.35,13,648,0.000100
16,6,22.62,14,744,0.000100
16,7,16.49,11,480,0.001120
16,8,8.70,7,240,0.363003
16,9,24.82,15,840,0.000100
16,10,9.82,8,288,0.189049
16,11,29.55,15,840,0.000100
16,12,20.41,13,648,0.000100
16,13,14.42,10,408,0.005863
16,14,30.00,15,840,0.000100
16,15,30.00,15,840,0.000100
16,16,17.70,12,552,0.000426
16,17,4.04,5,144,0.959727
16,18,6.11,6,192,0.819220
16,19,7.09,7,240,0.674768
16,20,30.00,15,840,0.000100
16,21,18.04,12,552,0.000325
16,22,13.90,10,408,0.008871
16,23,12.06,9,336,0.037405
16,24,13.36,10,408,0.013555
16,25,6.67,6,192,0.743486
16,26,30.00,15,840,0.000100
16,27,12.18,9,336,0.033965
16,28,13.52,10,408,0.011934
16,29,14.20,10,408,0.006945
16,30,29.44,15,840,0.000100
16,31,30.00,15,840,0.000100
17,0,16.18,11,480,0.001439
17,1,12.33,9,336,0.030303
17,2,6.54,6,192,0.763254
17,3,23.33,15,840,0.000100
17,4,6.59,6,192,0.755523
17,5,21.21,14,744,0.000100
17,6,22.98,14,744,0.000100
17,7,18.34,12,552,0.000255
17,8,8.34,7,240,0.431963
17,9,24.40,15,840,0.000100
17,10,10.69,8,288,0.103824
17,11,28.76,15,840,0.000100
17,12,20.11,13,648,0.000100
17,13,15.08,11,480,0.003466
17,14,30.00,15,840,0.000100
17,15,30.00,15,840,0.000100
17,16,17.51,12,552,0.000496
17,17,6.73,6,192,0.734794
17,18,5.46,6,192,0.884217
17,19,4.88,5,144,0.923669
17,20,30.00,15,840,0.000100
17,21,17.68,12,552,0.000435
17,22,14.63,10,408,0.004944
17,23,12.22,9,336,0.033040
17,24,12.86,9,336,0.020153
17,25,5.28,6,192,0.897883
17,26,30.00,15,840,0.000100
17,27,13.48,10,408,0.012321
17,28,15.28,11,480,0.002953
17,29,14.63,10,408,0.004964
17,30,28.73,15,840,0.000100
17,31,30.00,15,840,0.000100
18,0,14.25,10,408,0.006667
18,1,15.12,11,480,0.003349
18,2,9.31,8,288,0.259223
18,3,20.94,13,648,0.000100
18,4,7.27,7,240,0.642576
18,5,19.13,13,648,0.000136
18,6,24.63,15,840,0.000100
18,7,19.71,13,648,0.000100
18,8,6.55,6,192,0.761491
18,9,26.07,15,840,0.000100
18,10,10.02,8,288,0.166161
18,11,27.20,15,840,0.000100
18,12,20.31,13,648,0.000100
18,13,13.74,10,408,0.010000
18,14,30.00,15,840,0.000100
18,15,30.00,15,840,0.000100
18,16,17.19,12,552,0.000643
18,17,7.66,7,240,0.568297
18,18,6.91,6,192,0.704976
18,19,4.47,5,144,0.943877
18,20,30.00,15,840,0.000100
18,21,18.49,12,552,0.000227
18,22,13.30,10,408,0.014230
18,23,13.01,10,408,0.017875
18,24,11.59,9,336,0.053421
18,25,5.32,6,192,0.895386
18,26,30.00,15,840,0.000100
18,27,14.52,10,408,0.005378
18,28,15.76,11,480,0.002009
18,29,16.17,11,480,0.001443
18,30,29.29,15,840,0.000100
18,31,30.00,15,840,0.000100
19,0,16.54,11,480,0.001080
19,1,14.21,10,408,0.006909
19,2,9.24,8,288,0.270297
19,3,21.53,14,744,0.000100
19,4,8.55,7,240,0.392389
19,5,20.70,13,648,0.000100
19,6,26.09,15,840,0.000100
19,7,18.17,12,552,0.000294
19,8,7.34,7,240,0.629616
19,9,25.59,15,840,0.000100
19,10,11.13,9,336,0.075436
19,11,28.91,15,840,0.000100
19,12,19.75,13,648,0.000100
19,13,12.92,9,336,0.019200
19,14,30.00,15,840,0.000100
19,15,29.15,15,840,0.000100
19,16,15.69,11,480,0.002118
19,17,5.75,6,192,0.857803
19,18,7.42,7,240,0.613602
19,19,6.49,6,192,0.770456
19,20,30.00,15,840,0.000100
19,21,20.65,13,648,0.000100
19,22,11.73,9,336,0.048051
19,23,12.04,9,336,0.037890
19,24,13.31,10,408,0.014060
19,25,6.04,6,192,0.827959
19,26,30.00,15,840,0.000100
19,27,14.45,10,408,0.005699
19,28,17.60,12,552,0.000461
19,29,12.25,9,336,0.032255
19,30,30.00,15,840,0.000100
19,31,29.40,15,840,0.000100
20,0,16.13,11,480,0.001499
20,1,14.09,10,408,0.007602
20,2,8.71,7,240,0.360918
20,3,21.71,14,744,0.000100
20,4,5.29,6,192,0.897589
20,5,20.47,13,648,0.000100
20,6,22.23,14,744,0.000100
20,7,15.43,11,480,0.002611
20,8,7.47,7,240,0.604983
20,9,25.08,15,840,0.000100
20,10,10.44,8,288,0.124664
20,11,30.00,15,840,0.000100
20,12,20.30,13,648,0.000100
20,13,11.80,9,336,0.045806
20,14,30.00,15,840,0.000100
20,15,28.94,15,840,0.000100
20,16,15.58,11,480,0.002322
20,17,3.95,5,144,0.962444
20,18,7.99,7,240,0.501272
20,19,7.50,7,240,0.598912
20,20,30.00,15,840,0.000100
20,21,19.84,13,648,0.000100
20,22,11.22,9,336,0.070671
20,23,11.64,9,336,0.051598
20,24,12.60,9,336,0.024588
20,25,3.60,5,144,0.971308
20,26,30.00,15,840,0.000100
20,27,14.31,10,408,0.006403
20,28,19.38,13,648,0.000111
20,29,13.82,10,408,0.009426
20,30,30.00,15,840,0.000100
20,31,28.28,15,840,0.000100
21,0,15.58,11,480,0.002323
21,1,10.48,8,288,0.121086
21,2,7.96,7,240,0.507102
21,3,20.41,13,648,0.000100
21,4,4.44,5,144,0.945316
21,5,18.36,12,552,0.000251
21,6,21.06,14,744,0.000100
21,7,15.71,11,480,0.002091
21,8,9.27,8,288,0.266417
21,9,25.19,15,840,0.000100
21,10,9.45,8,288,0.239099
21,11,29.56,15,840,0.000100
21,12,20.84,13,648,0.000100
21,13,10.27,8,288,0.139544
21,14,30.00,15,840,0.000100
21,15,30.00,15,840,0.000100
21,16,14.64,10,408,0.004911
21,17,5.90,6,192,0.842546
21,18,8.20,7,240,0.460356
21,19,6.77,6,192,0.727504
21,20,30.00,15,840,0.000100
21,21,21.71,14,744,0.000100
21,22,12.44,9,336,0.027793
21,23,12.17,9,336,0.034432
21,24,10.56,8,288,0.114528
21,25,3.13,5,144,0.980048
21,26,30.00,15,840,0.000100
21,27,13.99,10,408,0.008210
21,28,19.59,13,648,0.000100
21,29,11.03,9,336,0.081600
21,30,30.00,15,840,0.000100
21,31,29.73,15,840,0.000100
22,0,16.76,11,480,0.000906
22,1,10.71,8,288,0.102554
22,2,5.28,6,192,0.898146
22,3,16.27,11,480,0.001337
22,4,4.23,5,144,0.953413
22,5,18.56,12,552,0.000214
22,6,22.79,14,744,0.000100
22,7,14.54,10,408,0.005324
22,8,7.13,7,240,0.668035
22,9,25.39,15,840,0.000100
22,10,9.81,8,288,0.190768
22,11,29.80,15,840,0.000100
22,12,21.86,14,744,0.000100
22,13,10.15,8,288,0.152123
22,14,30.00,15,840,0.000100
22,15,30.00,15,840,0.000100
22,16,15.60,11,480,0.002281
22,17,7.43,7,240,0.611441
22,18,7.29,7,240,0.638054
22,19,5.84,6,192,0.848957
22,20,30.00,15,840,0.000100
22,21,20.86,13,648,0.000100
22,22,13.95,10,408,0.008482
22,23,12.26,9,336,0.031977
22,24,8.97,7,240,0.315404
22,25,2.12,4,120,0.991048
22,26,30.00,15,840,0.000100
22,27,15.38,11,480,0.002713
22,28,18.67,12,552,0.000196
22,29,12.18,9,336,0.034195
22,30,30.00,15,840,0.000100
22,31,29.58,15,840,0.000100
23,0,17.25,12,552,0.000612
23,1,12.49,9,336,0.026889
23,2,3.24,5,144,0.978271
23,3,15.30,11,480,0.002898
23,4,5.81,6,192,0.852671
23,5,20.08,13,648,0.000100
23,6,22.89,14,744,0.000100
23,7,16.28,11,480,0.001329
23,8,8.67,7,240,0.369445
23,9,26.64,15,840,0.000100
23,10,11.31,9,336,0.066255
23,11,28.63,15,840,0.000100
23,12,23.35,15,840,0.000100
23,13,9.65,8,288,0.211072
23,14,30.00,15,840,0.000100
23,15,30.00,15,840,0.000100
23,16,15.62,11,480,0.002252
23,17,8.92,7,240,0.323946
23,18,5.92,6,192,0.841024
23,19,6.18,6,192,0.811102
23,20,30.00,15,840,0.000100
23,21,22.05,14,744,0.000100
23,22,14.24,10,408,0.006722
23,23,10.90,8,288,0.089650
23,24,8.96,7,240,0.316303
23,25,1.07,3,96,0.996102
23,26,30.00,15,840,0.000100
23,27,16.66,11,480,0.000976
23,28,17.26,12,552,0.000606
23,29,10.61,8,288,0.110417
23,30,30.00,15,840,0.000100
23,31,28.70,15,840,0.000100
24,0,16.29,11,480,0.001318
24,1,10.35,8,288,0.132646
24,2,1.45,3,96,0.994711
24,3,13.19,10,408,0.015498
24,4,8.06,7,240,0.487496
24,5,20.46,13,648,0.000100
24,6,22.92,14,744,0.000100
24,7,15.33,11,480,0.002829
24,8,9.26,8,288,0.266829
24,9,27.08,15,840,0.000100
24,10,11.82,9,336,0.044897
24,11,27.43,15,840,0.000100
24,12,21.23,14,744,0.000100
24,13,11.37,9,336,0.063279
24,14,30.00,15,840,0.000100
24,15,29.77,15,840,0.000100
24,16,15.60,11,480,0.002281
24,17,10.95,8,288,0.086339
24,18,4.91,5,144,0.922254
24,19,4.97,5,144,0.918611
24,20,30.00,15,840,0.000100
24,21,21.79,14,744,0.000100
24,22,12.93,9,336,0.019042
24,23,10.46,8,288,0.122544
24,24,8.46,7,240,0.408448
24,25,4.05,5,144,0.959241
24,26,30.00,15,840,0.000100
24,27,15.65,11,480,0.002201
24,28,18.72,12,552,0.000188
24,29,11.88,9,336,0.042869
24,30,30.00,15,840,0.000100
24,31,29.82,15,840,0.000100
25,0,17.94,12,552,0.000351
25,1,12.12,9,336,0.035658
25,2,2.27,4,120,0.989911
25,3,15.93,11,480,0.001748
25,4,8.51,7,240,0.399436
25,5,19.88,13,648,0.000100
25,6,23.45,15,840,0.000100
25,7,16.59,11,480,0.001038
25,8,9.26,8,288,0.267648
25,9,25.28,15,840,0.000100
25,10,9.83,8,288,0.187648
25,11,26.09,15,840,0.000100
25,12,19.52,13,648,0.000100
25,13,10.40,8,288,0.128097
25,14,30.00,15,840,0.000100
25,15,29.78,15,840,0.000100
25,16,16.93,11,480,0.000788
25,17,11.71,9,336,0.048772
25,18,4.02,5,144,0.960290
25,19,7.66,7,240,0.567251
25,20,30.00,15,840,0.000100
